url,status,final_url,title,description,h1_tag_count,h1_text,html_lang,canonical,robots_meta,jsonld_types,img_total,img_missing_alt,internal_links,word_count,issues,error
https://brokeandfixed.com/es/locations/palmetto-bay,200,https://brokeandfixed.com/es/locations/palmetto-bay,"Remodelacion de Hogares en Palmetto Bay, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Palmetto Bay, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Palmetto Bay, FL",es,https://brokeandfixed.com/es/locations/palmetto-bay,,BreadcrumbList | LocalBusiness,9,1,15,487,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/doral,200,https://brokeandfixed.com/en/locations/doral,"Home Remodeling in Doral, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Doral, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Doral, FL",en,https://brokeandfixed.com/en/locations/doral,,BreadcrumbList | LocalBusiness,9,1,15,460,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/doral,200,https://brokeandfixed.com/es/locations/doral,"Remodelacion de Hogares en Doral, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Doral, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Doral, FL",es,https://brokeandfixed.com/es/locations/doral,,BreadcrumbList | LocalBusiness,9,1,15,465,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/the-hammocks,200,https://brokeandfixed.com/en/locations/the-hammocks,"Home Remodeling in The Hammocks, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in The Hammocks, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in The Hammocks, FL",en,https://brokeandfixed.com/en/locations/the-hammocks,,BreadcrumbList | LocalBusiness,9,1,15,482,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/the-hammocks,200,https://brokeandfixed.com/es/locations/the-hammocks,"Remodelacion de Hogares en The Hammocks, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en The Hammocks, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en The Hammocks, FL",es,https://brokeandfixed.com/es/locations/the-hammocks,,BreadcrumbList | LocalBusiness,9,1,15,487,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/the-crossings,200,https://brokeandfixed.com/en/locations/the-crossings,"Home Remodeling in The Crossings, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in The Crossings, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in The Crossings, FL",en,https://brokeandfixed.com/en/locations/the-crossings,,BreadcrumbList | LocalBusiness,9,1,16,478,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/the-crossings,200,https://brokeandfixed.com/es/locations/the-crossings,"Remodelacion de Hogares en The Crossings, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en The Crossings, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en The Crossings, FL",es,https://brokeandfixed.com/es/locations/the-crossings,,BreadcrumbList | LocalBusiness,9,1,16,491,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/kendale-lakes,200,https://brokeandfixed.com/en/locations/kendale-lakes,"Home Remodeling in Kendale Lakes, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Kendale Lakes, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Kendale Lakes, FL",en,https://brokeandfixed.com/en/locations/kendale-lakes,,BreadcrumbList | LocalBusiness,9,1,16,479,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/kendale-lakes,200,https://brokeandfixed.com/es/locations/kendale-lakes,"Remodelacion de Hogares en Kendale Lakes, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Kendale Lakes, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Kendale Lakes, FL",es,https://brokeandfixed.com/es/locations/kendale-lakes,,BreadcrumbList | LocalBusiness,9,1,16,488,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/sweetwater,200,https://brokeandfixed.com/en/locations/sweetwater,"Home Remodeling in Sweetwater, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Sweetwater, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Sweetwater, FL",en,https://brokeandfixed.com/en/locations/sweetwater,,BreadcrumbList | LocalBusiness,9,1,15,461,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/sweetwater,200,https://brokeandfixed.com/es/locations/sweetwater,"Remodelacion de Hogares en Sweetwater, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Sweetwater, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Sweetwater, FL",es,https://brokeandfixed.com/es/locations/sweetwater,,BreadcrumbList | LocalBusiness,9,1,15,480,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/cutler-bay,200,https://brokeandfixed.com/en/locations/cutler-bay,"Home Remodeling in Cutler Bay, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Cutler Bay, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Cutler Bay, FL",en,https://brokeandfixed.com/en/locations/cutler-bay,,BreadcrumbList | LocalBusiness,9,1,15,474,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/cutler-bay,200,https://brokeandfixed.com/es/locations/cutler-bay,"Remodelacion de Hogares en Cutler Bay, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Cutler Bay, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Cutler Bay, FL",es,https://brokeandfixed.com/es/locations/cutler-bay,,BreadcrumbList | LocalBusiness,9,1,15,487,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/pinecrest,200,https://brokeandfixed.com/en/locations/pinecrest,"Home Remodeling in Pinecrest, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Pinecrest, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Pinecrest, FL",en,https://brokeandfixed.com/en/locations/pinecrest,,BreadcrumbList | LocalBusiness,9,1,16,474,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/pinecrest,200,https://brokeandfixed.com/es/locations/pinecrest,"Remodelacion de Hogares en Pinecrest, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Pinecrest, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Pinecrest, FL",es,https://brokeandfixed.com/es/locations/pinecrest,,BreadcrumbList | LocalBusiness,9,1,16,487,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/south-miami,200,https://brokeandfixed.com/en/locations/south-miami,"Home Remodeling in South Miami, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in South Miami, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in South Miami, FL",en,https://brokeandfixed.com/en/locations/south-miami,,BreadcrumbList | LocalBusiness,9,1,16,480,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/south-miami,200,https://brokeandfixed.com/es/locations/south-miami,"Remodelacion de Hogares en South Miami, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en South Miami, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en South Miami, FL",es,https://brokeandfixed.com/es/locations/south-miami,,BreadcrumbList | LocalBusiness,9,1,16,487,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/south-miami-heights,200,https://brokeandfixed.com/en/locations/south-miami-heights,"Home Remodeling in South Miami Heights, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in South Miami Heights, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in South Miami Heights, FL",en,https://brokeandfixed.com/en/locations/south-miami-heights,,BreadcrumbList | LocalBusiness,9,1,16,483,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/south-miami-heights,200,https://brokeandfixed.com/es/locations/south-miami-heights,"Remodelacion de Hogares en South Miami Heights, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en South Miami Heights, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en South Miami Heights, FL",es,https://brokeandfixed.com/es/locations/south-miami-heights,,BreadcrumbList | LocalBusiness,9,1,16,500,title length 66; hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/miami-gardens,200,https://brokeandfixed.com/en/locations/miami-gardens,"Home Remodeling in Miami Gardens, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Miami Gardens, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Miami Gardens, FL",en,https://brokeandfixed.com/en/locations/miami-gardens,,BreadcrumbList | LocalBusiness,9,1,13,468,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/miami-gardens,200,https://brokeandfixed.com/es/locations/miami-gardens,"Remodelacion de Hogares en Miami Gardens, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Miami Gardens, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Miami Gardens, FL",es,https://brokeandfixed.com/es/locations/miami-gardens,,BreadcrumbList | LocalBusiness,9,1,13,479,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/westchester,200,https://brokeandfixed.com/en/locations/westchester,"Home Remodeling in Westchester, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Westchester, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Westchester, FL",en,https://brokeandfixed.com/en/locations/westchester,,BreadcrumbList | LocalBusiness,9,1,16,466,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/westchester,200,https://brokeandfixed.com/es/locations/westchester,"Remodelacion de Hogares en Westchester, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Westchester, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Westchester, FL",es,https://brokeandfixed.com/es/locations/westchester,,BreadcrumbList | LocalBusiness,9,1,16,479,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/coral-gables,200,https://brokeandfixed.com/en/locations/coral-gables,"Home Remodeling in Coral Gables, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Coral Gables, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Coral Gables, FL",en,https://brokeandfixed.com/en/locations/coral-gables,,BreadcrumbList | LocalBusiness,9,1,16,476,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/coral-gables,200,https://brokeandfixed.com/es/locations/coral-gables,"Remodelacion de Hogares en Coral Gables, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Coral Gables, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Coral Gables, FL",es,https://brokeandfixed.com/es/locations/coral-gables,,BreadcrumbList | LocalBusiness,9,1,16,479,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/country-walk,200,https://brokeandfixed.com/en/locations/country-walk,"Home Remodeling in Country Walk, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Country Walk, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Country Walk, FL",en,https://brokeandfixed.com/en/locations/country-walk,,BreadcrumbList | LocalBusiness,9,1,16,486,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/country-walk,200,https://brokeandfixed.com/es/locations/country-walk,"Remodelacion de Hogares en Country Walk, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Country Walk, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Country Walk, FL",es,https://brokeandfixed.com/es/locations/country-walk,,BreadcrumbList | LocalBusiness,9,1,16,503,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/coconut-grove,200,https://brokeandfixed.com/en/locations/coconut-grove,"Home Remodeling in Coconut Grove, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Coconut Grove, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Coconut Grove, FL",en,https://brokeandfixed.com/en/locations/coconut-grove,,BreadcrumbList | LocalBusiness,9,1,14,466,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/coconut-grove,200,https://brokeandfixed.com/es/locations/coconut-grove,"Remodelacion de Hogares en Coconut Grove, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Coconut Grove, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Coconut Grove, FL",es,https://brokeandfixed.com/es/locations/coconut-grove,,BreadcrumbList | LocalBusiness,9,1,14,479,hreflang incomplete; 1/9 images missing alt,
